Product ID,Barkod (EAN Number),Product Name,Price,Currency,Category,Brand,Ana görsel,Image 1,Image 2,Image 3,Image 4,Image 5,Diğer görseller,Product URL,Açıklama
9218599,3800916014262,NEO LED-32HS3M HD AKILLI TV,249,BGN,"TV, Ses ve Elektronik > Televizyonlar > 32 ""_ 42 """,NEO,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218599/6564666f097f3.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218599/6564666ae17b9.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218599/656466725da0c.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218599/656466753ef63.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218599/656466780194e.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218599/6564667a2469b.png.webp,,https://www.technomarket.bg/televizor/neo-led-32hs3m-hd-smart-tv-09218599,"NEO LED-32HS3M HD AKILLI TV
32"" (81 CM) EKRAN BOYUTU
ÇÖZÜNÜRLÜK 1366X768 DPI HD
AKILLI TV, AÇIK İŞLETİM SİSTEMİ
PARLAKLIK 200 PPI, KONTRAST 4000:1
AÇI - 178°X178°
3XHDMI, 2XUSB, CI"
9205136,8806091636959,LG 32LQ63006LA FHD LED AKILLI TV,349,BGN,"TV, Ses ve Elektronik > Televizyonlar > 32 ""_ 42 """,LG,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09205136/62eb892dd5910.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09205136/621752923bd44.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09205136/6217526c0c55e.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09205136/621752703edc7.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09205136/62175272cefd3.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09205136/621752765a892.png.webp,,https://www.technomarket.bg/televizor/lg-32lq63006la-fhd-led-smart-tv-09205136,"LG 32LQ63006LA FHD LED AKILLI TV
32""(81 CM) EKRAN BOYUTU
1920X1080 FULL HD ÇÖZÜNÜRLÜK
α5 GEN 5 AI İŞLEMCİ
İŞLETİM SİSTEMİ: WEBOS
TEKNOLOJİLER AKTİF HDR, HLG
TEKNOLOJİ HDR10 Pro
FILMMAKER MODE™ TEKNOLOJİSİ
THİNQ ÖZELLİĞİ
ENERJİ SINIFI: F"
9212936,8806094908558,SAMSUNG UE-32T4302AE HD AKILLI TV,349,BGN,"TV, Ses ve Elektronik > Televizyonlar > 32 ""_ 42 """,SAMSUNG,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09212936/641b071db5026.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09212936/641b071f384a9.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09212936/641b07343c39e.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09212936/641b0735f246c.jpg.webp,,,,https://www.technomarket.bg/televizor/samsung-ue-32t4302ae-hd-smart-tv-09212936,"32"" (81 CM) HD AKILLI TV
EKRAN BOYUTU 32"" (81CM)
ÇÖZÜNÜRLÜK: 1366X768
EKRAN TEKNOLOJİSİ: LED
PurColor, Ultra Temiz Görünüm
AKILLI TV, DAHİLİ WI-FI
DİJİTAL TUNER: DVB-T2/C
HDMI X 2, USB X 1, KOMPOZİT GİRİŞ (AV), KOMPONENT GİRİŞ
Enerji sınıfı: F"
9229138,8806097118527,SAMSUNG QE-43Q7F QLED AKILLI TV,699,BGN,"TV, Ses ve Elektronik > Televizyonlar > 43 ""_ 49 """,SAMSUNG,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229138/6810c985227d9.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229138/6810c9a59a70b.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229138/6810c986c6f10.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229138/6810c988d54a0.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229138/6810c98c4ee16.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229138/6810c98f40247.png.webp,,https://www.technomarket.bg/televizor/samsung-qe-43q7f-qled-smart-tv-09229138,"EKRAN TEKNOLOJİSİ: QLED
EKRAN BOYUTU 43"" (109 CM)
ÇÖZÜNÜRLÜK: 4K ULTRA HD 3840 X 2160
Q4 Yapay Zeka İşlemcisi
Kuantum HDR, Mega Kontrast
Üstün UHD Karartma, 4K Yükseltme
Renk Güçlendirici Pro
DİJİTAL TUNER DVB-T2/C/S2
BLUETOOTH, WI-FI
Tizen™ Akıllı TV
HDMI, USB, CI+(1.4)
SES: 20W, 2CH
OTS Lite, Q-Senfoni
Enerji sınıfı: G"
9227153,3800916015399,NEO LED-24S25M HD AKILLI LED TV,209,BGN,"TV, Ses ve Elektronik > TV'ler > 32""'e kadar",NEO,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227153/67b47803e8dd4.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227153/67b47806ad174.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227153/67b4780a5d875.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227153/67b4780cbdf9e.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227153/67b4780f67b2c.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227153/67b4781183519.jpg.webp,,https://www.technomarket.bg/televizor/neo-led-24s25m-hd-smart-led-tv-09227153,"NEO LED-24S25M HD AKILLI LED TV
24"" (60 CM) EKRAN BOYUTU
1366X768 HD ÇÖZÜNÜRLÜK
PARLAKLIK -150 (cd/m)
KONTRAST - 3000:1
AKILLI TV, AÇIK İŞLETİM SİSTEMİ
HDMI, USB, CI"""
9227156,3800916015429,NEO LED-55US25M UHD AKILLI LED TV,649,BGN,"TV, Ses ve Elektronik > Televizyonlar > 50 ""_ 55 """,NEO,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227156/67b4797ab68f2.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227156/67b4797d268c9.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227156/67b4797fdfbe5.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227156/67b47985b0eb7.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227156/67b47988cf827.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227156/67b4798b75a67.jpg.webp,,https://www.technomarket.bg/televizor/neo-led-55us25m-uhd-smart-led-tv-09227156,"NEO LED-55US25M UHD AKILLI LED TV
55"" (139 CM) EKRAN BOYUTU
3840X2160 FHD ÇÖZÜNÜRLÜK
PARLAKLIK -220 (cd/m)
KONTRAST - 3000:1
AKILLI TV, AÇIK İŞLETİM SİSTEMİ
HDMI, USB, CI"
9218600,3800916014279,NEO LED-43FS3M FHD AKILLI TV,399,BGN,"TV, Ses ve Elektronik > Televizyonlar > 43 ""_ 49 """,NEO,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218600/656485124cbae.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218600/656485168def8.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218600/65648527b76a3.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218600/6564852abfde9.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218600/6564852ee6070.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09218600/656485320ea43.png.webp,,https://www.technomarket.bg/televizor/neo-led-43fs3m-fhd-smart-tv-09218600,"NEO LED-43FS3M FHD AKILLI TV
43"" (109 CM) EKRAN BOYUTU
1920X1080 FHD ÇÖZÜNÜRLÜK
AÇIK İŞLETİM SİSTEMİ
PARLAKLIK 220 PPI
KONTRAST 3000:1
AÇI - 178°X178°
3XHDMI, 2XUSB, CI, RJ45"
9229322,5901292526023,TCL 40S5K FHD QLED AKILLI TV ANDROID,419,BGN,"TV, Ses ve Elektronik > Televizyonlar > 32 ""_ 42 """,TCL,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229322/682d91a81a5b5.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229322/682d91e734d88.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229322/682d91a9da72f.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229322/682d91abaa206.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229322/682d91b19d5d3.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229322/682d91b7383a3.png.webp,,https://www.technomarket.bg/televizor/tcl-40s5k-fhd-qled-smart-tv-android-09229322,"FHD QLED AKILLI TV
EKRAN BOYUTU 40"" (101 CM)
ÇÖZÜNÜRLÜK: FHD 1920X1080
İşlemci Dört Çekirdekli
Kuantum Noktası
ÜFE 1000
DİJİTAL TUNER DVB-T2/C/S2
AKILLI TV
AndroidTV
SES: 2 x 10W
Bluetooth, HDMI X 2, USB X 1
Enerji sınıfı: F"
9229323,5901292526030,TCL 32S5K FHD QLED AKILLI TV ANDROID,349,BGN,"TV, Ses ve Elektronik > Televizyonlar > 32 ""_ 42 """,TCL,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229323/682d9134d5510.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229323/682d916bc0e12.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229323/682d913b68bdc.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229323/682d913e85987.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229323/682d91420bf0c.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229323/682d914c0d790.png.webp,,https://www.technomarket.bg/televizor/tcl-32s5k-fhd-qled-smart-tv-android-09229323,"FHD QLED AKILLI TV
EKRAN BOYUTU 32"" (81 CM)
ÇÖZÜNÜRLÜK: FHD 1920X1080
İşlemci Dört Çekirdekli
Kuantum Noktası
ÜFE 1000
DİJİTAL TUNER DVB-T2/C/S2
AKILLI TV
AndroidTV
SES: 2 x 8W
Bluetooth, HDMI X 2, USB X 1
Enerji sınıfı: F"
9227151,3800916015375,NEO LED-24B25M HD LED TV,189,BGN,"TV, Ses ve Elektronik > TV'ler > 32""'e kadar",NEO,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227151/67b477266e627.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227151/67b47729db9ed.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227151/67b4772cb1972.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227151/67b4772f355a3.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227151/67b477317e9ea.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09227151/67b477341303f.jpg.webp,,https://www.technomarket.bg/televizor/neo-led-24b25m-hd-led-tv-09227151,"NEO LED-24B12VM HD LED TV
24"" (61 CM) EKRAN BOYUTU
1366X768 HD ÇÖZÜNÜRLÜK
PARLAKLIK - 200 PPI,
KONTRAST - 3000:1
HDMI, USB, CI"
9223482,8806091925664,LG OLED42C41LA OLED AKILLI TV,1319,BGN,"TV, Ses ve Elektronik > Televizyonlar > 32 ""_ 42 """,LG,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09223482/67163d2087c6e.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09223482/67163d23d6adf.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09223482/67163d2ab11ae.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09223482/67163d2c760e0.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09223482/67163d2ed4673.jpg.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09223482/67163d3117ca9.jpg.webp,,https://www.technomarket.bg/televizor/lg-oled42c41la-oled-smart-tv-09223482,"LG OLED42C41LA OLED AKILLI TV
42'' (106 CM) EKRAN BOYUTU
3840 x 2160 UHD ÇÖZÜNÜRLÜK
ALPHA 9 AI GEN 7 İŞLEMCİ
WEBOS İŞLETİM SİSTEMİ
YENİLEME 120 Hz / VRR 144 Hz
TEKNOLOJİLER DOLBY VISION,HLG
MÜKEMMEL RENK, PİKSEL KARARTMA
AI SÜPER YÜKSELTME 4K
HDR10, DOLBY ATMOS
SİHİRLİ UZAKTAN KUMANDA DAHİL
ENERJİ SINIFI: G"
9229316,5901292525798,TCL 65C6K QD-MINI LED QLED AKILLI GOOGLE TV,1299,BGN,"TV, Ses ve Elektronik > Televizyonlar > 60 ""_ 65 """,TCL,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229316/682d85ec99748.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229316/682d86390e0a9.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229316/682d85f95b5c6.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229316/682d85fd029be.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229316/682d861530500.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229316/682d86183e0e3.png.webp,,https://www.technomarket.bg/televizori-60-65/tcl-65c6k-qd-mini-led-qled-smart-google-tv-09229316,"EKRAN TEKNOLOJİSİ: QD-Mini LED
EKRAN BOYUTU 65"" (165 CM)
ÇÖZÜNÜRLÜK: 4K ULTRA HD 3840 X2160
İşlemci Dört Çekirdekli
AiPQ Pro İşlemci
ÜFE 4100
Dolby Vision IQ HDR10+ HDR10 HLG
4K HDR PREMIUM
HVA Paneli
DİJİTAL TUNER DVB-T2/C/S2
AKILLI TV
Google TV
SES: 2X10W + 20W
Dolby Atmos ile Onkyo sesi
Bluetooth, HDMI X 4, USB X 1
Enerji sınıfı: F"
9229320,5901292525958,TCL 43P7K QLED AKILLI GOOGLE TV,629,BGN,"TV, Ses ve Elektronik > Televizyonlar > 43 ""_ 49 """,TCL,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229320/682d869d226fb.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229320/682d86ef4c636.JPG.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229320/682d86a0d2bc6.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229320/682d86a36e2da.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229320/682d86b14b218.png.webp,https://cdn.technomarket.bg/ng/media/cache/mid_thumb/uploads/library/product/09229320/682d86b6a015a.png.webp,,https://www.technomarket.bg/televizor/tcl-43p7k-qled-smart-google-tv-09229320,"4K QLED AKILLI TV
EKRAN BOYUTU 43"" (109 CM)
ÇÖZÜNÜRLÜK: 4K ULTRA HD 3840 X2160
İşlemci Dört Çekirdekli
ÜFE 3400
Dolby Vision HDR10+ HDR10 HLG
DİJİTAL TUNER DVB-T2/C/S2
AKILLI TV
Google TV
SES: 2 x 10W
Bluetooth, HDMI X 3, USB X 2
Enerji sınıfı: F"
